Timestamp;A_ACR_Mot.PV;A_ACR_Mot.SV;A_ACR_Mot.TV;A_ACR_Pmp.PV;A_ACR_Pmp.SV;A_ACR_Pmp.TV;A_Pres.PV;A_Temp.PV;Barometer;Temperature
2024-10-30T10:30:00Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,88192749;1021,667652;22,5015583
2024-10-30T10:30:01Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,88192749;1021,667652;22,5015583
2024-10-30T10:30:02Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,88192749;1021,667652;22,5015583
2024-10-30T10:30:03Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,88192749;1021,667652;22,5015583
2024-10-30T10:30:04Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,88192749;1021,667652;22,5015583
2024-10-30T10:30:05Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:06Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:07Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:08Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:09Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:10Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:11Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:12Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5015583
2024-10-30T10:30:13Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:14Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:15Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:16Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,733136237;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:17Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:18Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:19Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:20Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:21Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:22Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:23Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,667652;22,5630703
2024-10-30T10:30:24Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:25Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:26Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:27Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:28Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:29Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:30Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:31Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:32Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:33Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
2024-10-30T10:30:34Z;0,001333523;0,504344523;20,6015625;0,000870874;0,566808283;25,609375;0,740777612;20,91247559;1021,62611;22,5630703
