Timestamp,A_ACR_Mot.PV,A_ACR_Mot.SV,A_ACR_Mot.TV,A_ACR_Pmp.PV,A_ACR_Pmp.SV,A_ACR_Pmp.TV,A_Pres.PV,A_Temp.PV,Barometer,Temperature
2024-06-11T10:00:00Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170515,25.39809799
2024-06-11T10:00:01Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170515,25.39809799
2024-06-11T10:00:02Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170515,25.39809799
2024-06-11T10:00:03Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170515,25.40550804
2024-06-11T10:00:04Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170515,25.40550804
2024-06-11T10:00:05Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170515,25.40550804
2024-06-11T10:00:06Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.40550804
2024-06-11T10:00:07Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.40550804
2024-06-11T10:00:08Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.40550804
2024-06-11T10:00:09Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.40550804
2024-06-11T10:00:10Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.40550804
2024-06-11T10:00:11Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.4057312
2024-06-11T10:00:12Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.4057312
2024-06-11T10:00:13Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.170715,25.4057312
2024-06-11T10:00:14Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.17638,25.4057312
2024-06-11T10:00:15Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.17638,25.4057312
2024-06-11T10:00:16Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.17638,25.4057312
2024-06-11T10:00:17Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.17638,25.4057312
2024-06-11T10:00:18Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.17638,25.42133522
2024-06-11T10:00:19Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.17638,25.42133522
2024-06-11T10:00:20Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.17638,25.42133522
2024-06-11T10:00:21Z,0.001379948,0.543140233,23.765625,0.00067328,0.566808283,27.1484375,0.82856065,23.96282959,1012.167397,25.42133522
